,album_name,track_title,track_n,lyric,line,negative_emotion,positive_emotion,friends,optimism,speaking,love,pain,violence,listen,children,movement,party,body,family,affection,communication,vacation,home,shame,suffering,Lyric Struct,LS,Element,e,pattern,parts
10,Taylor Swift,Tim McGraw,1,The one we danced to all night long,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[('The', 'DT'), ('one', 'CD'), ('we', 'PRP'), ('danced', 'VBD'), ('to', 'TO'), ('all', 'DT'), ('night', 'NN'), ('long', 'RB')]", DT CD PRP VBD TO DT NN RB,Chorus,2,,ANVANAA
11,Taylor Swift,Tim McGraw,1,The moon like a spotlight on the lake,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[('The', 'DT'), ('moon', 'NN'), ('like', 'IN'), ('a', 'DT'), ('spotlight', 'NN'), ('on', 'IN'), ('the', 'DT'), ('lake', 'NN')]", DT NN IN DT NN IN DT NN,Chorus,2,,ANAAANAAANA
12,Taylor Swift,Tim McGraw,1,When you think happiness,13,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[('When', 'WRB'), ('you', 'PRP'), ('think', 'VBP'), ('happiness', 'VB')]", WRB PRP VBP VB,Chorus,2,,NV
13,Taylor Swift,Tim McGraw,1,I hope you think that little black dress,14,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), ('hope', 'VBP'), ('you', 'PRP'), ('think', 'VBP'), ('that', 'DT'), ('little', 'JJ'), ('black', 'JJ'), ('dress', 'NN')]", PRP VBP PRP VBP DT JJ JJ NN,Chorus,2,,NVNVAAANA
14,Taylor Swift,Tim McGraw,1,Think of my head on your chest,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Think', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('head', 'NN'), ('on', 'IN'), ('your', 'PRP$'), ('chest', 'NN')]", NN IN PRP$ NN IN PRP$ NN,Chorus,2,,NAANNAANNA
15,Taylor Swift,Tim McGraw,1,And my old faded blue jeans,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('And', 'CC'), ('my', 'PRP$'), ('old', 'JJ'), ('faded', 'VBN'), ('blue', 'NN'), ('jeans', 'NNS')]", CC PRP$ JJ VBN NN NNS,Chorus,2,,NAVNAN
16,Taylor Swift,Tim McGraw,1,When you think Tim McGraw,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('When', 'WRB'), ('you', 'PRP'), ('think', 'VBP'), ('Tim', 'NNP'), ('McGraw', 'NNP')]", WRB PRP VBP NNP NNP,Chorus,2,,NVNN
17,Taylor Swift,Tim McGraw,1,I hope you think of me,18,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), ('hope', 'VBP'), ('you', 'PRP'), ('think', 'VBP'), ('of', 'IN'), ('me', 'PRP')]", PRP VBP PRP VBP IN PRP,Verse 2,1,,NVNVAN
18,Taylor Swift,Tim McGraw,1,September saw a month of tears,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[('September', 'NNP'), ('saw', 'VBD'), ('a', 'DT'), ('month', 'NN'), ('of', 'IN'), ('tears', 'NNS')]", NNP VBD DT NN IN NNS,Verse 2,1,,NVANAAN
19,Taylor Swift,Tim McGraw,1,And thankin' God that you weren't here,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('And', 'CC'), ('thankin', 'NN'), (""'"", ""''""), ('God', 'NNP'), ('that', 'IN'), ('you', 'PRP'), ('were', 'VBD'), (""n't"", 'RB'), ('here', 'RB')]", CC NN '' NNP IN PRP VBD RB RB,Verse 2,1,,NANANVAA
20,Taylor Swift,Tim McGraw,1,To see me like that,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('To', 'TO'), ('see', 'VB'), ('me', 'PRP'), ('like', 'IN'), ('that', 'DT')]", TO VB PRP IN DT,Verse 2,1,,NAA
21,Taylor Swift,Tim McGraw,1,But in a box beneath my bed,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('But', 'CC'), ('in', 'IN'), ('a', 'DT'), ('box', 'NN'), ('beneath', 'NN'), ('my', 'PRP$'), ('bed', 'NN')]", CC IN DT NN NN PRP$ NN,Verse 2,1,,AANANANNA
22,Taylor Swift,Tim McGraw,1,Is a letter that you never read,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,"[('Is', 'VBZ'), ('a', 'DT'), ('letter', 'NN'), ('that', 'WDT'), ('you', 'PRP'), ('never', 'RB'), ('read', 'VB')]", VBZ DT NN WDT PRP RB VB,Verse 2,1,,VANANNA
23,Taylor Swift,Tim McGraw,1,From three summers back,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('From', 'IN'), ('three', 'CD'), ('summers', 'NNS'), ('back', 'RB')]", IN CD NNS RB,Verse 2,1,,ANA
24,Taylor Swift,Tim McGraw,1,It's hard not to find it all a little bittersweet,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('It', 'PRP'), (""'s"", 'VBZ'), ('hard', 'JJ'), ('not', 'RB'), ('to', 'TO'), ('find', 'VB'), ('it', 'PRP'), ('all', 'PDT'), ('a', 'DT'), ('little', 'JJ'), ('bittersweet', 'NN')]", PRP VBZ JJ RB TO VB PRP PDT DT JJ NN,Verse 2,1,,NVAANAANA
25,Taylor Swift,Tim McGraw,1,"And lookin' back on all of that, it's nice to believe",26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('And', 'CC'), ('lookin', 'NN'), (""'"", ""''""), ('back', 'RB'), ('on', 'IN'), ('all', 'DT'), ('of', 'IN'), ('that', 'DT'), (',', ','), ('it', 'PRP'), (""'s"", 'VBZ'), ('nice', 'JJ'), ('to', 'TO'), ('believe', 'VB')]"," CC NN '' RB IN DT IN DT , PRP VBZ JJ TO VB",Chorus,2,,NAAAAAANVA
26,Taylor Swift,Tim McGraw,1,When you think Tim McGraw,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('When', 'WRB'), ('you', 'PRP'), ('think', 'VBP'), ('Tim', 'NNP'), ('McGraw', 'NNP')]", WRB PRP VBP NNP NNP,Chorus,2,,NVNN
27,Taylor Swift,Tim McGraw,1,I hope you think my favorite song,28,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), ('hope', 'VBP'), ('you', 'PRP'), ('think', 'VBP'), ('my', 'PRP$'), ('favorite', 'NN'), ('song', 'NN')]", PRP VBP PRP VBP PRP$ NN NN,Chorus,2,,NVNVNNANA
28,Taylor Swift,Tim McGraw,1,The one we danced to all night long,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[('The', 'DT'), ('one', 'CD'), ('we', 'PRP'), ('danced', 'VBD'), ('to', 'TO'), ('all', 'DT'), ('night', 'NN'), ('long', 'RB')]", DT CD PRP VBD TO DT NN RB,Chorus,2,,ANVANAA
29,Taylor Swift,Tim McGraw,1,The moon like a spotlight on the lake,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[('The', 'DT'), ('moon', 'NN'), ('like', 'IN'), ('a', 'DT'), ('spotlight', 'NN'), ('on', 'IN'), ('the', 'DT'), ('lake', 'NN')]", DT NN IN DT NN IN DT NN,Chorus,2,,ANAAANAAANA
30,Taylor Swift,Tim McGraw,1,When you think happiness,31,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[('When', 'WRB'), ('you', 'PRP'), ('think', 'VBP'), ('happiness', 'VB')]", WRB PRP VBP VB,Chorus,2,,NV
31,Taylor Swift,Tim McGraw,1,I hope you think that little black dress,32,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), ('hope', 'VBP'), ('you', 'PRP'), ('think', 'VBP'), ('that', 'DT'), ('little', 'JJ'), ('black', 'JJ'), ('dress', 'NN')]", PRP VBP PRP VBP DT JJ JJ NN,Chorus,2,,NVNVAAANA
32,Taylor Swift,Tim McGraw,1,Think of my head on your chest,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Think', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('head', 'NN'), ('on', 'IN'), ('your', 'PRP$'), ('chest', 'NN')]", NN IN PRP$ NN IN PRP$ NN,Chorus,2,,NAANNAANNA
33,Taylor Swift,Tim McGraw,1,And my old faded blue jeans,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('And', 'CC'), ('my', 'PRP$'), ('old', 'JJ'), ('faded', 'VBN'), ('blue', 'NN'), ('jeans', 'NNS')]", CC PRP$ JJ VBN NN NNS,Chorus,2,,NAVNAN
34,Taylor Swift,Tim McGraw,1,When you think Tim McGraw,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('When', 'WRB'), ('you', 'PRP'), ('think', 'VBP'), ('Tim', 'NNP'), ('McGraw', 'NNP')]", WRB PRP VBP NNP NNP,Chorus,2,,NVNN
35,Taylor Swift,Tim McGraw,1,I hope you think of me,36,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), ('hope', 'VBP'), ('you', 'PRP'), ('think', 'VBP'), ('of', 'IN'), ('me', 'PRP')]", PRP VBP PRP VBP IN PRP,Bridge,4,,NVNVAN
36,Taylor Swift,Tim McGraw,1,And I'm back for the first time since then,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('And', 'CC'), ('I', 'PRP'), (""'m"", 'VBP'), ('back', 'RB'), ('for', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('time', 'NN'), ('since', 'IN'), ('then', 'RB')]", CC PRP VBP RB IN DT JJ NN IN RB,Bridge,4,,NVAAAANAAA
37,Taylor Swift,Tim McGraw,1,I'm standin' on your street,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), (""'m"", 'VBP'), ('standin', 'JJ'), (""'"", 'POS'), ('on', 'IN'), ('your', 'PRP$'), ('street', 'NN')]", PRP VBP JJ POS IN PRP$ NN,Bridge,4,,NVAANNA
38,Taylor Swift,Tim McGraw,1,And there's a letter left on your doorstep,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[('And', 'CC'), ('there', 'EX'), (""'s"", 'VBZ'), ('a', 'DT'), ('letter', 'NN'), ('left', 'VBD'), ('on', 'IN'), ('your', 'PRP$'), ('doorstep', 'NN')]", CC EX VBZ DT NN VBD IN PRP$ NN,Bridge,4,,VANAVANNA
39,Taylor Swift,Tim McGraw,1,And the first thing that you'll read is:,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[('And', 'CC'), ('the', 'DT'), ('first', 'JJ'), ('thing', 'NN'), ('that', 'IN'), ('you', 'PRP'), (""'ll"", 'MD'), ('read', 'VB'), ('is', 'VBZ'), (':', ':')]", CC DT JJ NN IN PRP MD VB VBZ :,Bridge,4,,AANAANV
40,Taylor Swift,Tim McGraw,1,"""When you think Tim McGraw",41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('``', '``'), ('When', 'WRB'), ('you', 'PRP'), ('think', 'VBP'), ('Tim', 'NNP'), ('McGraw', 'NNP')]", `` WRB PRP VBP NNP NNP,Bridge,4,,NVNN
41,Taylor Swift,Tim McGraw,1,I hope you think my favorite song,42,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), ('hope', 'VBP'), ('you', 'PRP'), ('think', 'VBP'), ('my', 'PRP$'), ('favorite', 'NN'), ('song', 'NN')]", PRP VBP PRP VBP PRP$ NN NN,Bridge,4,,NVNVNNANA
42,Taylor Swift,Tim McGraw,1,Someday you'll turn your radio on,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Someday', 'RB'), ('you', 'PRP'), (""'ll"", 'MD'), ('turn', 'VB'), ('your', 'PRP$'), ('radio', 'NN'), ('on', 'IN')]", RB PRP MD VB PRP$ NN IN,Bridge,4,,ANNNAA
43,Taylor Swift,Tim McGraw,1,"I hope it takes you back to that place""",44,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), ('hope', 'VBP'), ('it', 'PRP'), ('takes', 'VBZ'), ('you', 'PRP'), ('back', 'RB'), ('to', 'TO'), ('that', 'DT'), ('place', 'NN'), (""''"", ""''"")]", PRP VBP PRP VBZ PRP RB TO DT NN '',Chorus,2,,NVNVNAANA
44,Taylor Swift,Tim McGraw,1,When you think happiness,45,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[('When', 'WRB'), ('you', 'PRP'), ('think', 'VBP'), ('happiness', 'VB')]", WRB PRP VBP VB,Chorus,2,,NV
45,Taylor Swift,Tim McGraw,1,I hope you think that little black dress,46,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), ('hope', 'VBP'), ('you', 'PRP'), ('think', 'VBP'), ('that', 'DT'), ('little', 'JJ'), ('black', 'JJ'), ('dress', 'NN')]", PRP VBP PRP VBP DT JJ JJ NN,Chorus,2,,NVNVAAANA
46,Taylor Swift,Tim McGraw,1,Think of my head on your chest,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Think', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('head', 'NN'), ('on', 'IN'), ('your', 'PRP$'), ('chest', 'NN')]", NN IN PRP$ NN IN PRP$ NN,Chorus,2,,NAANNAANNA
47,Taylor Swift,Tim McGraw,1,And my old faded blue jeans,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('And', 'CC'), ('my', 'PRP$'), ('old', 'JJ'), ('faded', 'VBN'), ('blue', 'NN'), ('jeans', 'NNS')]", CC PRP$ JJ VBN NN NNS,Chorus,2,,NAVNAN
48,Taylor Swift,Tim McGraw,1,When you think Tim McGraw,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('When', 'WRB'), ('you', 'PRP'), ('think', 'VBP'), ('Tim', 'NNP'), ('McGraw', 'NNP')]", WRB PRP VBP NNP NNP,Chorus,2,,NVNN
49,Taylor Swift,Tim McGraw,1,I hope you think of me,50,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), ('hope', 'VBP'), ('you', 'PRP'), ('think', 'VBP'), ('of', 'IN'), ('me', 'PRP')]", PRP VBP PRP VBP IN PRP,Chorus,2,,NVNVAN
50,Taylor Swift,Tim McGraw,1,"Oh, think of me",51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Oh', 'UH'), (',', ','), ('think', 'NN'), ('of', 'IN'), ('me', 'PRP')]"," UH , NN IN PRP",Chorus,2,,ANAAN
51,Taylor Swift,Tim McGraw,1,Mmmm,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('Mmmm', 'NN')]", NN,Outro,3,,NA
52,Taylor Swift,Tim McGraw,1,He said the way my blue eyes shined,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('He', 'PRP'), ('said', 'VBD'), ('the', 'DT'), ('way', 'NN'), ('my', 'PRP$'), ('blue', 'JJ'), ('eyes', 'NNS'), ('shined', 'VBD')]", PRP VBD DT NN PRP$ JJ NNS VBD,Outro,3,,NVANANANV
53,Taylor Swift,Tim McGraw,1,Put those Georgia stars to shame that night,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"[('Put', 'VB'), ('those', 'DT'), ('Georgia', 'NNP'), ('stars', 'NNS'), ('to', 'TO'), ('shame', 'VB'), ('that', 'DT'), ('night', 'NN')]", VB DT NNP NNS TO VB DT NN,Outro,3,,ANNANA
54,Taylor Swift,Tim McGraw,1,"I said, ""That's a lie""",55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), ('said', 'VBD'), (',', ','), ('``', '``'), ('That', 'DT'), (""'s"", 'VBZ'), ('a', 'DT'), ('lie', 'NN'), (""''"", ""''"")]"," PRP VBD , `` DT VBZ DT NN ''",,,,NVAVANA
55,Taylor Swift,Picture To Burn,2,"State the obvious, I didn't get my perfect fantasy",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[('State', 'VB'), ('the', 'DT'), ('obvious', 'JJ'), (',', ','), ('I', 'PRP'), ('did', 'VBD'), (""n't"", 'RB'), ('get', 'VB'), ('my', 'PRP$'), ('perfect', 'JJ'), ('fantasy', 'NN')]"," VB DT JJ , PRP VBD RB VB PRP$ JJ NN",Verse 1,1,,AANVANANA
56,Taylor Swift,Picture To Burn,2,I realize you love yourself more than you could ever love me,2,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"[('I', 'PRP'), ('realize', 'VBP'), ('you', 'PRP'), ('love', 'VBP'), ('yourself', 'PRP'), ('more', 'JJR'), ('than', 'IN'), ('you', 'PRP'), ('could', 'MD'), ('ever', 'RB'), ('love', 'VB'), ('me', 'PRP')]", PRP VBP PRP VBP PRP JJR IN PRP MD RB VB PRP,Verse 1,1,,NVNVNAANAN
57,Taylor Swift,Picture To Burn,2,So go and tell your friends that I'm obsessive and crazy,3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[('So', 'RB'), ('go', 'JJ'), ('and', 'CC'), ('tell', 'VB'), ('your', 'PRP$'), ('friends', 'NNS'), ('that', 'IN'), ('I', 'PRP'), (""'m"", 'VBP'), ('obsessive', 'JJ'), ('and', 'CC'), ('crazy', 'JJ')]", RB JJ CC VB PRP$ NNS IN PRP VBP JJ CC JJ,Verse 1,1,,AANNANVAA
58,Taylor Swift,Picture To Burn,2,That's fine I'll tell mine that you're gay!,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[('That', 'DT'), (""'s"", 'VBZ'), ('fine', 'JJ'), ('I', 'PRP'), (""'ll"", 'MD'), ('tell', 'VB'), ('mine', 'VB'), ('that', 'IN'), ('you', 'PRP'), (""'re"", 'VBP'), ('gay', 'JJ'), ('!', '.')]", DT VBZ JJ PRP MD VB VB IN PRP VBP JJ .,Verse 1,1,,AVANANVA
